전시장명,참고,위도,경도,사이트주소,운영시간,운영시간,무료주차여부,유료주차여부,휠체어,장애인화장실여부,안내견동반가능여부,점자,오디어해설
FCLTY_NM,CTGRY_ONE_NM,LC_LA,LC_LO,HMPG_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,WCHAIR_HOLD_AT,DSPSN_TOILET_AT,GUID_DOG_ACP_POSBL_AT,BRLL_GUID_AT,KLANG_VIC_GUID_AT
감골시민홀감골운동장,레저/체육/공원,37.29336791,126.855365,www.ansanuc.net/home/10004/40002/contents.do,,,N,Y,Y,Y,Y,Y,N
감리교신학대학교역사박물관,전시/공연,37.56791676,126.961892,www.mtu.ac.kr/kor/CMS/CampusMgr/list.do?mCode=MN131,무휴,07:00~19:00,N,Y,N,N,Y,N,N
감만창의문화촌,전시/공연,35.11844574,129.081328,www.bscf.or.kr/portal/contents.do?mId=0201000000,주말 및 공휴일 ,09:00~18:00,Y,N,N,Y,Y,Y,Y
감성갱도2020,전시/공연,35.6340577,129.351888,gsgd2020.modoo.at/,"매주 일요일, 월요일,법",10:00-19:00/토10-16,Y,N,N,N,Y,N,N
감악산유원지,문화관광/명소,37.93841476,126.947316,,,,Y,N,N,N,Y,N,N
감자꽃스튜디오,전시/공연,37.36879404,128.438822,potatoflower.modoo.at/,,,Y,N,N,N,N,N,N
감자바위유원지,문화관광/명소,38.08001697,127.468809,,,,Y,N,N,N,N,N,N
감지해변,문화관광/명소,35.07774842,129.071639,,,,N,N,N,N,N,N,N
감천계곡유원지,문화관광/명소,35.19772853,128.507585,,,,N,N,N,N,N,N,N
감천문화마을작은박물관,전시/공연,35.09797021,129.010432,www.gamcheon.or.kr/,,,N,N,N,N,Y,N,N
감추해수욕장,문화관광/명소,37.50564985,129.118374,www.gangwon.to/gwtour/gangwondo_trip/tourist_spot?control=AW0021_T&tourCode=TOSIGK00,연중무휴,상시개방,Y,N,N,N,Y,N,N
감포깍지길5코스,문화관광/명소,35.81175632,129.47019,,,,N,N,N,N,N,N,N
감포축구장,레저/체육/공원,35.80215076,129.492552,wel.gyeongju.go.kr/sports_facilities/facility_view.jsp?mem_id=B0000015&item_id=T0000167,,,Y,N,N,N,Y,N,N
갑을골권역영동조합법인체험마을,문화관광/명소,35.38182423,128.230451,gapeulgol.modoo.at/,,,Y,N,N,N,Y,N,N
갑재민속전시관,전시/공연,34.65203482,127.312557,buncheong.goheung.go.kr/exhibit/gapjaeFolkExhibit.do,,,Y,N,N,N,N,N,N
갑진모래해변,문화관광/명소,37.25636075,126.310961,,연중개방,00:00~24:00,N,N,N,N,Y,N,N
갑천야구장,레저/체육/공원,36.4420111,127.390258,www.gameone.kr/league/?lig_idx=469,연중무휴,예약제,Y,N,N,N,Y,N,N
갓바위관광지,문화관광/명소,35.97076609,128.728047,,,,N,N,N,N,N,N,N
갓바위워터파크,레저/체육/공원,35.96219925,128.769153,,,07:00-21:00,Y,N,N,N,N,N,N
갓전시관,전시/공연,33.43721075,126.670694,www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500023,"매주 일요일, 월요일 ","평일 : 10:00 ~ 17:00 , 주말 : 10:00 ~ 17:00",Y,N,Y,Y,Y,N,N
강감찬전시관,전시/공연,37.47197208,126.959371,www.gwanak.go.kr/site/gwanak/06/10604030600002017080901.jsp,"매주 월요일, 1월 1일, 설·추석 당일",화~일 10:00~18:00 (동절기 1~2월 10:00~17:00),N,Y,Y,Y,Y,N,N
강강수월래전수관,전시/공연,34.57264891,126.310144,ggsr.kr/,,,N,N,N,N,N,N,N
강경덕유정,전시/공연,36.1644729,127.018561,,,,N,N,N,N,N,N,N
강경역사문화원,전시/공연,36.16210518,127.015121,,"공휴일 휴무
월요일 휴무","평일 10:00 - 17:00
평일 12:00 - 13:00 점심 시간
주말 10:00 - 17:00",Y,N,N,N,N,N,N
강경젓갈전시관,전시/공연,36.15755625,127.009806,www.nonsan.go.kr/ggfestival/,,,Y,N,N,N,N,N,N
강구대게축구장,레저/체육/공원,36.36298776,129.389958,www.culture.go.kr/space/athleticsView.do?seq=5975,매주 월요일,,Y,N,N,Y,N,N,N
강남300CC,레저/체육/공원,37.3869502,127.182382,www.kn300.com/,,,Y,N,N,N,N,N,N
강남씨어터,전시/공연,37.49537321,127.033284,www.gfac.kr/,,,Y,Y,N,Y,Y,Y,N
강남아트홀,전시/공연,37.50010872,127.024865,cafe.daum.net/gangnamarthall,,,N,N,N,N,N,N,N
강남축구공원제1축구장,레저/체육/공원,37.74174928,128.906248,www.gn.go.kr/gaf/sub02_03_01.do,무휴,"하계(3월 ~ 10월) : 05:00 ~ 22:00, 동계(11월 ~ 다음해 2월) : 06:00 ~ 22:00",Y,N,N,N,Y,N,N
강남축구공원제2축구장,레저/체육/공원,37.74338165,128.90653,www.gn.go.kr/gaf/sub02_03_01.do,연중무휴,"3월-10월 05:00 - 22:00, 11월-2월 06:00 - 22:00",Y,N,N,N,Y,N,N
강남축구공원제3축구장,레저/체육/공원,37.74338165,128.90653,www.gn.go.kr/gaf/sub02_03_01.do,연중무휴,"3월-10월 05:00 - 22:00, 11월-2월 06:00 - 22:00",Y,N,N,N,Y,N,N
강남카누클럽,레저/체육/공원,37.5270468,127.079441,cafe.daum.net/gangnamcanoe/,연중무휴,09:00~19:00,N,Y,N,N,N,N,N
강남KPOP전용관,전시/공연,37.5062489,127.066848,grandhill.co.kr/,,,Y,N,N,Y,Y,Y,N
강동몽돌해수욕장,문화관광/명소,35.63171093,129.429028,,,,Y,N,N,Y,Y,N,N
강동아트센터,전시/공연,37.55122046,127.157343,www.gdfac.or.kr/web/index.do,,"매일
09:00 - 18:00
12:00 - 13:00 휴게시간",Y,Y,N,Y,N,Y,N
강동축구장,레저/체육/공원,35.58978593,129.458191,,,,Y,N,N,N,Y,N,N
강동허브단지,문화관광/명소,37.5364816,127.150962,,무휴,상시개방,N,N,N,N,Y,N,N
강릉고려성,문화관광/명소,37.70797868,129.007615,www.heritage.go.kr/heri/cul/culSelectDetail.do;jsessionid=0Jilz8zwjqDjkrMN8cHaP9yqk8raBF18VrajDcDnvW2ad48GbFPMnPiCsxP64acm.cpawas2_servlet_engine1?pageNo=1_1_2_0&ccbaCpno=2333200790000,연중무휴,상시개방,N,N,N,N,Y,N,N
강릉남대천체육공원리틀야구장,레저/체육/공원,37.77037155,128.933381,www.gn.go.kr/gaf/sub02_04_02.do,연중무휴,"하계(3월 ~ 10월) : 05:00 ~ 22:00, 동계(11월 ~ 다음해 2월) : 06:00 ~ 22:00",N,Y,N,N,Y,N,N
강릉남대천체육공원축구장,레저/체육/공원,37.77036206,128.929306,,1월1일+설날+추석날,오전05:00 ~ 오후22:00 (주말:05:00~22:00),N,Y,N,N,Y,N,N
강릉농악전수교육관,전시/공연,37.77367947,128.898418,www.gn.go.kr/www/contents.do?key=675,,,Y,N,N,N,Y,N,N
강릉단오제전수교육관,전시/공연,37.74820182,128.895041,www.gn.go.kr/dano/index.do,"구정, 신정, 추석 .",매일 09:00 - 18:00,Y,N,N,Y,Y,Y,Y
강릉대공산성,문화관광/명소,37.75486047,128.771009,www.gn.go.kr/tour/prog/lod/Sights/S0202/sub02_03_03/view.do?cid=166198,연중무휴,상시개방,N,N,N,N,Y,N,N
강릉사천요트장,레저/체육/공원,37.83483808,128.875452,,,,Y,N,N,N,Y,N,N
강릉선교장민속자료전시관,전시/공연,37.7872994,128.884542,knsgj.net/contact,,"하절기 03월 ~ 10월,매일 09:00 ~ 18:00,동절기 11월 ~ 02월,매일 09:00 ~ 17:00",Y,N,N,N,Y,N,Y
강릉선교장전통가구박물관,전시/공연,37.84932552,128.788164,,매주 월요일,9:00~18:00,Y,N,N,N,Y,N,Y
강릉선교장전통문화체험관,전시/공연,37.7872994,128.884542,www.knsgj.net/,,"매일
하절기	09:00 - 18:00
동절기	09:00 - 17:00",Y,N,N,N,Y,N,Y
강릉솔향수목원,문화관광/명소,37.69786314,128.861714,www.gn.go.kr/solhyang/index.do,"매주 월요일 휴원. (다만 월요일이 공휴일, 연휴일인 경우 그 다음날 휴원).",,Y,N,Y,Y,Y,Y,Y
강릉시립미술관,전시/공연,37.76055167,128.890841,www.gn.go.kr/mu/index.do,"매주 월요일, 신정 구정 추석 당일, 월요일이 공휴일인경우 익일 ",09:00 - 18:00,Y,N,N,Y,Y,Y,Y
강릉시숲사랑홍보관,전시/공연,37.81715301,128.851319, gtdc.or.kr/dzSmart/plug/travel/Theme/lovingforest.do," 매주 월요일 / 공휴지정일(1월1일, 설날, 추석) 
월요일이 공휴일인 경우 운영(익일 )",09:00∼18:00 (17:00까지 입장 가능),Y,N,N,Y,Y,N,Y
강릉시숲사랑홍보관영상체험관,전시/공연,37.81715301,128.851319,,매주 월요일, 09:00∼18:00(17:00까지 입장 가능),Y,N,N,Y,Y,N,Y
강릉아트센터,전시/공연,37.77164458,128.895401,www.gn.go.kr/artscenter,,09:00 - 18:00,Y,N,Y,Y,Y,Y,Y
강릉아트센터문화예술관,전시/공연,37.77164458,128.895401,www.gn.go.kr/artscenter/index.do,,09:00 - 18:00,Y,N,Y,Y,Y,Y,Y
강릉올림픽뮤지엄,전시/공연,37.77929798,128.897088,,매주 월요일,"10:00~17:00, 휴게시간 12:00~13:00, 입장마감 11:30, 16:30",Y,N,N,Y,N,Y,Y
강릉올림픽파크,레저/체육/공원,37.77868247,128.900021,www.gn.go.kr/olympicpark/index.do,,,N,Y,N,N,Y,N,N
강릉원주대학교강릉캠퍼스박물관,전시/공연,37.76569493,128.870005,,"주말, 공휴일",09:00 - 18:00,Y,N,N,Y,Y,N,Y
강릉임해자연휴양림,문화관광/명소,37.71856556,128.998545,www.gn.go.kr/tour/prog/lod/Sights/S0103/sub02_02_04/view.do?cid=774&orderBy=B&pageIndex=1,연중무휴 ,"매일
00:00 - 24:00",Y,N,N,Y,Y,N,N
강릉종합운동장,레저/체육/공원,37.77367947,128.898418,www.gn.go.kr/gaf/sub02_02_01.do,,"하계(3월 ~ 10월) : 05:00 ~ 22:00, 동계(11월 ~ 다음해 2월) : 06:00 ~ 22:00
",Y,N,N,N,Y,N,N
강릉커피박물관,전시/공연,37.65223553,128.784661,www.cupper.kr/,,오전10시 ~ 오후7시 ( 오후6시 입장마감 / 연중무휴 ),N,N,N,N,N,N,N
강릉통일공원,문화관광/명소,37.71840436,129.004494,www.gn.go.kr/tour/prog/lod/Sights/S0201/sub02_03_02/view.do?cid=24&orderBy=B&pageIndex=1,연중개방,"하절기 (03월 ~ 10월) : 09:00 ~ 17:30
동절기 (11월 ~ 02월) : 09:00 ~ 16:30",Y,N,Y,Y,Y,Y,N
강릉항요트마리나,레저/체육/공원,37.77236822,128.951036,www.gn.go.kr/tour/prog/lod/Sights/S03/sub02_04_01/view.do?cid=112,연중개방,상시이용가능,Y,N,N,N,Y,N,N
강림서당,문화관광/명소,35.70066064,128.919506,,,,N,N,N,N,N,N,N
강문해수욕장,문화관광/명소,37.78964888,128.92123,www.gn.go.kr/tour/prog/lod/Sights/S0101/sub02_02_02/view.do?cid=961&orderBy=B&pageIndex=1,연중무휴,상시개방,N,Y,N,Y,Y,N,N
강문화전시관,전시/공연,36.56378393,128.304509,www.ycg.kr/open.content/samgang/?hl=ko,"매주 월요일
(공휴일일 경우 정상운영하며, 다음 날 화요일 대체합니다.)
1월 1일 / 설,추석 당일 / 근로자의 날 / 12월 31일","4월~10월(하절기) - 10:00~17:30
11월~3월(동절기) - 10:00~17:00",Y,N,Y,Y,Y,Y,Y
강민호야구장,레저/체육/공원,35.30173083,128.989595,www.yssisul.or.kr/stms/ys,,"하절기(4월~9월)        동절기(10월~3월)
체육시설    07:00 ~ 19:00 
08:00 ~ 18:00",Y,N,N,Y,Y,N,N
강변리틀야구장,레저/체육/공원,35.90809689,128.587949,yeyak.daegu.go.kr/yeyak/facility/facilityDetailView.do?facilityType=sports&memId=B0000061&itemId=T0000346,,05:00 - 23:00,N,N,N,N,Y,N,N
강변와인밸리,문화관광/명소,37.74347669,127.510626,,,,N,N,N,N,N,N,N
강변유원지,문화관광/명소,37.29383569,127.663774,,연중무휴,매일 00:00 ~ 24:00,Y,N,N,N,Y,Y,N
강변축구장,레저/체육/공원,35.90809689,128.587949,,,,N,N,N,N,N,N,N
강북공설운동장,레저/체육/공원,37.87285253,128.834888,www.gn.go.kr/gaf/sub02_05_02.do,연중무휴,매일 09:00 ~ 18:00,Y,N,N,N,Y,N,N
강북구민운동장,레저/체육/공원,37.62942638,127.037989,www.gbcmc.or.kr/fmcs/76,연중무휴,"개방시간 : 06:00~22:00(연중무휴)
대관시간 : 06:00~22:00",Y,N,N,Y,Y,N,N
강북구민운동장축구장,레저/체육/공원,37.62942638,127.037989,www.gbcmc.or.kr/fmcs/76,무휴,"개방시간 : 06:00~22:00(연중무휴)
대관시간 : 06:00~22:00",Y,N,N,Y,Y,N,N
강북문화예술회관,전시/공연,37.64098979,127.013878,www.gbcmc.or.kr/fmcs/25,매월 둘째주 넷째주 일요일 및 법정 국·공휴일,"평일 06:00~22:00        
주말 06:00~18:00",Y,Y,N,Y,Y,Y,N
강북솔밭국악당,전시/공연,37.65469703,127.012711,sbkukak.modoo.at/?link=9usj27u8,,매일 9:00-22:00,N,Y,N,Y,Y,Y,Y
강산타일전시장,전시/공연,35.8495526,128.616987,,"매달 1, 3번째 일요일 정기 휴무","화08:30 - 18:00수08:30 - 18:00목08:30 - 18:00금08:30 - 18:00토08:30 - 15:00월
08:30 - 18:00",N,N,N,N,N,N,N
강서다목적운동장,레저/체육/공원,35.19550632,128.966267,www.bsgangseo.go.kr/visit/contents.do?mId=0208000000,연중무휴,상시개방,Y,N,N,Y,Y,N,N
강서대,문화관광/명소,36.84828875,128.141103,,,,N,N,N,N,N,N,N
강서문화원,전시/공연,37.5446931,126.843755,,,,Y,N,N,Y,Y,Y,N
강서천문우주과학관(2022년10월예정),전시/공연,37.58087532,126.814464,,,,N,N,N,N,N,N,N
강서체육공원,레저/체육/공원,35.21095917,128.972212,www.busan.go.kr/stadium/sfstadiumgsintro,연중무휴,상시개방,Y,Y,N,Y,Y,Y,N
강서체육공원양궁경기장,레저/체육/공원,35.21095917,128.972212,www.busan.go.kr/depart/culture0501010408,매주 월요일은 휴장입니다,09:00 ~ 18:00,Y,N,N,Y,Y,N,N
강서체육공원축구장,레저/체육/공원,35.21095917,128.972212,www.busan.go.kr/stadium/sfstadiumgsfootball,매주 월요일,"체육시설마다 다름, 별도 문의",Y,Y,N,Y,Y,Y,N
강서체육공원하키경기장,레저/체육/공원,35.21095917,128.972212,www.busan.go.kr/stadium/sfstadiumgshockey,매주월요일,09시~18시,Y,N,N,Y,Y,N,N
강서하나로마트문화센터,전시/공연,37.57679087,126.812197,kangsnh.nonghyup.com:8100/user/indexSub.do?codyMenuSeq=20930275&siteId=kangsnh,,,Y,Y,N,N,Y,Y,Y
강서한강공원,레저/체육/공원,37.5867642,126.817173,hangang.seoul.go.kr/archives/46788,무휴,00:00~24:00,N,Y,Y,Y,Y,Y,N
강선달미감쾌청문화센터,문화관광/명소,35.44292612,126.440197,,,,Y,N,N,N,N,N,N
강씨봉자연휴양림,문화관광/명소,37.96989302,127.408329,www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030019,매주 화요일,,Y,N,N,N,Y,N,N
강암서예관,전시/공연,35.81128084,127.152475,www.gangamseoye.com,"추석,설 당일",09:00~18:00,Y,N,N,N,Y,N,N
강암서예학술재단,전시/공연,35.81127063,127.152705,,"월
정기휴무 (매주 월요일)",,Y,N,N,N,N,N,N
강욱순골프아카데미,레저/체육/공원,37.29451294,126.790337,www.kwssports.net/,,"운영시간(2020년 6월1일부터이며, 추후 변동될 수 있습니다.)
골프 주중,평일: 06:00-22:30/주말, 공휴일: 06:00~21:00
피트니스 주중,평일: 06:00~21:30/주말, 공휴일 08:00~17:30
사우나 주중, 평일 06:00~21:30/주말, 공휴일 06:00~20:30
수영장 평일 05:45(입장가능)~22:00(9시 입장 마감)/토요일 09:00~17:00(4시 입장 마감)/일요일 10:00~17:00(4시 입장 마감)

동계 운영시간(2022년 하반기 12월부터)
골프 주중,평일: 06:00-22:00/주말, 공휴일: 07:00~20:30
피트니스 주중,평일: 06:00~21:30/주말, 공휴일 08:00~17:30
사우나 주중, 평일 06:00~21:30/주말, 공휴일 06:00~20:30
수영장 평일 05:45(입장가능)~22:00/토요일 09:00~17:00/일요일 10:00~17:00",Y,N,N,N,Y,Y,Y
강원교육과학정보제2수리과학정보체험센터,전시/공연,37.87126029,127.73933,,,,Y,N,N,Y,Y,Y,N
강원국악예술회관,전시/공연,37.87224853,127.701428,www.provin.gangwon.kr/gw/art,,,Y,N,N,N,Y,Y,N
강원농원전시관,전시/공연,37.91814629,127.004679,,,,N,N,N,N,N,N,N
강원대학교춘천캠퍼스중앙박물관,전시/공연,37.86802431,127.748387,museum.kangwon.ac.kr/,매주 주말,월~금 10:00 - 17:00,Y,N,N,Y,Y,N,N
강원도농산물원종장동산별관,전시/공연,37.74071322,127.796989,,,,N,N,N,N,N,N,N
강원도립화목원,문화관광/명소,37.92264687,127.72516,gwpa.kr,"매월 첫번째 월요일(공휴일인 경운 그 다음날 휴원),1월1일 ,설날,추석",하절기 (3월 ~ 10월) 9:00 ~18:00 동절기 (11월 ~ 2월) 9:00 ~17:00,Y,N,Y,Y,Y,Y,Y
강원도산림박물관,전시/공연,37.92264687,127.72516,www.gwpa.kr/Home/index,"1월1일, 설날·추석 당일, 매월 첫째주 월요일(공휴일인 경우 그 다음날 휴원)","하절기(03 ~ 10월): 9:00~18:00
동절기(11 ~ 02월): 9:00~17:00",Y,N,N,Y,Y,Y,N
강원도요트협회,레저/체육/공원,38.07688762,128.674776,gwsf.org/sub/sub.php?ct_id=3,,,Y,N,N,N,Y,N,Y
강원랜드,문화관광/명소,37.21187405,128.821454,,연중무휴,오전 10:00 ~ 익일 오전 06:00,Y,N,Y,Y,N,Y,Y
강원랜드카지노,레저/체육/공원,37.21187405,128.821454, www.high1.com/casino/index.do,,,Y,Y,Y,Y,N,Y,Y
강원숲체험장,문화관광/명소,37.96051638,127.638742,www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030096,연중무휴 ,00:00~24:00,N,Y,N,N,Y,N,Y
강원시청자미디어센터,전시/공연,37.89497269,127.692576,,,,Y,N,N,Y,Y,Y,N
강원정글대탐험,문화관광/명소,37.44576873,127.850219,,매주 월요일,매일 10:30 - 18:00,Y,N,Y,Y,N,N,N
강원종합박물관,전시/공연,37.35140608,129.084144,www.museum.gangwon.kr/main/main.html,,"매일
08:00 - 19:00",Y,N,Y,Y,N,Y,Y
강원효문화원,전시/공연,37.15196627,128.44089,xn--939ak3kpvh3mbs6jutkba45kj43f7xa.com/wering/,,,N,N,N,N,N,N,N
강원FC홈구장,레저/체육/공원,37.33684809,127.943672,,,,N,N,N,N,N,N,N
강이네집,전시/공연,37.78659235,126.70012,,,,N,N,N,N,N,N,N
강정마을미술관,전시/공연,33.23704228,126.480144,www.peacemoon0307.com,매주 일요일,"월-금 13:00 - 18:00, 토 13:00 - 15:00",N,N,N,N,N,N,N
강진문화원,전시/공연,34.63817527,126.770499,www.gjculture.or.kr/,매주 주말,09:00-18:00,Y,N,N,N,N,N,N
강진미술관,전시/공연,34.6439669,126.768594,,매주 일요일,09:30 - 17:30,Y,N,N,N,N,N,N
강진베이스볼파크,레저/체육/공원,34.55732671,126.765903,www.gangjin.go.kr/sports/intro/map/baseballpark,,,N,N,N,N,N,N,N
강진종합운동장,레저/체육/공원,34.64527283,126.781307,www.gangjin.go.kr/sports,,,Y,N,N,N,N,N,N
강진종합운동장다산구장,레저/체육/공원,34.64756385,126.78032,www.gangjin.go.kr/sports/facility/soccer_field,,,N,N,N,N,N,N,N
강진종합운동장영랑구장,레저/체육/공원,34.64756385,126.78032,,,,N,N,N,N,N,N,N
강진종합운동장청자구장,레저/체육/공원,34.64756385,126.78032,,,,N,N,N,N,N,N,N
강진종합운동장하멜구장,레저/체육/공원,34.6447789,126.781088,,,,N,N,N,N,N,N,N
강진커뮤니티센터,전시/공연,34.64079075,126.774978,www.gangjin.go.kr/www?main=true,,,Y,N,N,N,N,N,N
강창학종합경기장,레저/체육/공원,33.25987408,126.501775,www.seogwipo.go.kr/field/living/sportsfacilities/facilities/sportsstadium.htm,,,Y,N,N,N,N,N,N
강창학파크골프장,레저/체육/공원,33.25732859,126.499704,www.seogwipo.go.kr/field/living/sportsfacilities/facilities/parkgolf.htm?act=view&idx=28,,,Y,N,N,N,N,N,N
강천산군립공원,레저/체육/공원,35.4018691,127.052119,gangcheonsan.kr/,계절별 상이,4~10월 07:00-18:00                                       11~다음해3월 07:00-17:00,Y,N,N,Y,Y,N,N
강천섬유원지,문화관광/명소,37.23474348,127.707936,,,,Y,N,N,N,Y,N,N
강촌랜드,문화관광/명소,37.81148102,127.635301,tour.chuncheon.go.kr/contents.do?cid=11c74a6d47754a2cbb8a31329aca644f&categoryId=2&sdbSeq=266,연중개방,평일 11:00~22:00 / 주말 10:00~24:00,Y,N,N,N,N,N,N
강촌유원지,문화관광/명소,37.81300715,127.634712,tour.chuncheon.go.kr/contents.do?cid=11c74a6d47754a2cbb8a31329aca644f&categoryId=202&sdbSeq=389&obn=MAIN_TITLE&obt=asc&searchKeyword=&id=445ccd8a859e48b7a3dbe1d61b8fa754,연중무휴,상시개방,N,N,N,N,Y,N,N
강촌출렁다리공원,레저/체육/공원,37.81355772,127.635797,tour.chuncheon.go.kr/contents.do?cid=11c74a6d47754a2cbb8a31329aca644f&categoryId=6&sdbSeq=299&obn=MAIN_TITLE&obt=asc&searchKeyword=&id=d781f9f20b3542ffb97c02d8729ed507,무휴,00:00~24:00,Y,N,N,N,N,N,N
강촌테마랜드,문화관광/명소,37.81487565,127.634155,www.gangchonland.kr/html/,,,Y,N,N,N,N,N,N
강풀만화거리,문화관광/명소,37.536231,127.130334,,무휴,상시개방,N,N,N,N,Y,N,N
강화공설운동장,레저/체육/공원,37.74536636,126.474573,,연중무휴,매일 09:00 ~ 18:00,Y,N,N,N,Y,N,N
강화군노인문화센터,전시/공연,37.6425401,126.487185,www.ghscc.or.kr/,매주 주말,09:00-18:00,Y,N,N,Y,N,Y,N
강화군밀리터리테마파크(2023년1월예정),문화관광/명소,37.75318918,126.515905,,,,N,N,N,N,N,N,N
강화로얄워터파크,레저/체육/공원,37.62479014,126.487371,iparkroyal.modoo.at/,연중무휴,10:00-18:00,Y,N,N,N,N,N,N
강화문예회관,전시/공연,37.74536636,126.474573,www.ganghwa.go.kr/open_content/main/part/culture/welfare.jsp,,"	08:00~22:00",Y,N,N,Y,N,Y,N
강화문학관,전시/공연,37.74955128,126.485574,www.ganghwa.go.kr/open_content/museum_literature/,"매주 월요일, 1월 1일, 설날 및 추석날 당일",매일 오전 9시 ~오후 6시,Y,N,N,N,Y,Y,N
강화문화예술원,전시/공연,37.62741392,126.44623,,,10:00~18:00(전시기간중),Y,N,N,N,N,N,N
강화문화원,전시/공연,37.74254964,126.487973,www.ganghwacc.org/,"매주 토,일",월~금09:00~18:00,Y,Y,N,N,N,Y,N
강화산성,문화관광/명소,37.7565569,126.484121,www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=1&searchCondition=%EA%B0%95%ED%99%94%EC%82%B0%EC%84%B1&searchCondition2=&ccbaKdcd=13&ccbaAsno=01320000&ccbaCtcd=23&ccbaCpno=1332301320000&ccbaCndt=&ccbaLcto=&stCcbaAsdt=&endCcbaAsdt=&header=view&returnUrl=%2Fheri%2Fcul%2FculSelectViewList.do&pageNo=1_1_1_0&p=multiSch&sortType=&sortOrd=&sngl=Y&s_kdcdArr=00&s_ctcdArr=00&ccbaPcd1Arr=99&ccbaGcodeArr=00,,,Y,N,N,N,Y,N,N
강화산성남문,문화관광/명소,37.74399089,126.487264,www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=1&searchCondition=%EA%B0%95%ED%99%94%EC%82%B0%EC%84%B1&searchCondition2=&ccbaKdcd=13&ccbaAsno=01320000&ccbaCtcd=23&ccbaCpno=1332301320000&ccbaCndt=&ccbaLcto=&stCcbaAsdt=&endCcbaAsdt=&header=view&returnUrl=%2Fheri%2Fcul%2FculSelectViewList.do&pageNo=1_1_1_0&p=multiSch&sortType=&sortOrd=&sngl=Y&s_kdcdArr=00&s_ctcdArr=00&ccbaPcd1Arr=99&ccbaGcodeArr=00,,,Y,N,N,N,Y,N,N
강화산성동문,문화관광/명소,37.74881553,126.490275,www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=1&searchCondition=%EA%B0%95%ED%99%94%EC%82%B0%EC%84%B1&searchCondition2=&ccbaKdcd=13&ccbaAsno=01320000&ccbaCtcd=23&ccbaCpno=1332301320000&ccbaCndt=&ccbaLcto=&stCcbaAsdt=&endCcbaAsdt=&header=view&returnUrl=%2Fheri%2Fcul%2FculSelectViewList.do&pageNo=1_1_1_0&p=multiSch&sortType=&sortOrd=&sngl=Y&s_kdcdArr=00&s_ctcdArr=00&ccbaPcd1Arr=99&ccbaGcodeArr=00,,,Y,N,N,N,Y,N,N
